sample	chr1	chr2	chr3	chr4	chr5	chr6	chr7	chr8	chr9	chr10
Z001E0036	0.68192189646318	0.706024378664538	0.461299189193351	0.662350532172307	0.578890816541122	0.768799692944936	0.572236450744695	0.78652712063293	0.581648489122231	0.573576860646003
Z001E0037	1.39846076246506	1.39044144474298	1.25747663754924	1.30213746417155	1.58367123653528	1.44119323469334	1.15997688709253	1.67705954467834	1.24550578447264	1.14518050137912
Z001E0038	0.833521538294835	1.00185174688974	0.939795074551108	0.895699919796926	0.810679955908471	0.827085298566254	0.755316917292191	0.648703164754449	0.855165656501655	0.943524794697366
Z001E0039	-0.119588081349451	0.0901377948044829	0.153995077012868	0.253305888647106	0.106970588930547	0.203128560319953	0.157704524813729	-0.0407166645307629	0.125346853699269	0.339455067719737
Z001E0040	-0.279822286983027	-0.356739564685316	-0.370135178820767	-0.344206494620088	0.0231017950953195	-0.176570061810481	-0.270611782592126	-0.278108026361982	-0.346263009936825	-0.194977724439943
Z001E0041	-0.572105063171147	-0.628923007347472	-0.835381464287003	-0.846717705441766	-0.602169385248588	-0.577988654077767	-0.817194587392195	-0.71201907284839	-0.695635071624429	-0.887220689802027
Z001E0042	-0.68642285617931	-0.910173623092074	-0.985184664927135	-0.87072353787577	-0.753682139961721	-1.05257072342437	-0.825284082040968	-0.91089577167101	-0.86422811270391	-0.728450448480117
Z001E0043	-0.0249759212688493	0.0838639342965813	0.0310715465724811	-0.0342506264389116	0.232909172259046	-0.119490225926802	0.112825162685019	0.180853615772429	0.156089367221104	-0.0139827334456966
Z001E0044	0.0182384166601236	-0.175528526057650	-0.152770405176804	-0.0642640832326405	-0.0466156015399871	-0.0574713703211919	0.186432543456243	-0.155898303276225	0.0621522474190582	-0.00288230478113075
Z001E0045	-0.675727710478445	-0.820506713294174	-0.73952151638238	-0.801604891697876	-0.8575193881617	-0.789316460300543	-0.955004629782377	-0.682241133504249	-0.900590856615581	-0.949444895340976
Z001E0046	-0.360519917260136	-0.153592611384014	-0.457462770870529	-0.472381287325453	-0.417762849902616	-0.410409736476776	-0.343696899227853	-0.0950041822168304	-0.361342230289561	-0.250531655325788
Z001E0047	-1.33787171431444	-1.35977622464414	-1.15375799112668	-1.31264792676947	-1.02757834918869	-1.17340011275932	-1.14857748494148	-1.31853922156213	-1.22420309963351	-1.13152236314046
Z001E0048	0.645277911339374	0.702454494388115	0.782120038860363	0.484450305157356	0.534275120961869	0.737840834539598	0.597031826631774	0.923606259434319	0.501014663646743	0.637801498172916
Z001E0049	0.993363005684738	0.882655515238425	1.00010905582582	0.910169141744603	1.09044067209093	1.03238214905761	0.92610283735027	0.946663899426054	0.841415997648557	1.03903807360197
Z001E0050	-0.626374377913578	-0.444936215726199	-0.623357756187208	-0.453132037770350	-0.412229056360978	-0.535044434703638	-0.559588452792449	-0.916955721441247	-0.405043888362736	-0.651870167002107
Z001E0051	-0.0440279076173001	-0.0559967843764851	-0.421072579386324	-0.273148873319797	-0.215290356926507	-0.274006995835827	-0.354812828303216	-0.256273628378601	-0.158434160858506	-0.0554790819687667
Z001E0052	-0.0840264746894333	-0.0335089319142862	-0.158201364015172	0.0457086511001806	-0.219166114378017	-0.147790397344178	0.0381706726542832	-0.150408652316369	0.0301588372650932	-0.150946490153351
Z001E0053	0.800459010026262	0.453931146398054	0.474140931622614	0.725900899903403	0.577462555098534	0.77247039729494	0.72820788800258	0.635462743424882	0.686229355097709	0.528934553897621
Z001E0054	0.574823668584936	0.658076644966985	0.632054187705023	0.798107536351146	0.85823934962505	0.516135348733494	0.722816456433752	0.631846129064066	0.720030580612702	0.569069244417158
Z001E0055	-0.583382698186654	-0.589533830882308	-0.525431508623407	-0.407241586276937	-0.29437572263771	-0.612797782684984	-0.457960829620134	-0.373915892267832	-0.526396626606296	-0.52968587321621
Z001E0056	0.19347255063161	0.449538889962199	0.312237631750488	0.234126442578602	0.45381786062866	0.318181295185571	0.442130256470112	0.212227624705202	0.286580720504217	0.2065456589482
Z001E0057	0.71476089415644	0.589991788107709	0.67111675453173	0.657695860041964	0.506655823128643	0.705416203070526	0.551851451297032	0.326151606001907	0.598574753523782	0.460609847845534
Z001E0058	-0.738266154259388	-0.617779810624789	-0.583262692855085	-0.454401112982744	-0.400400023277413	-0.403665967826335	-0.565073323354531	-0.512383773171747	-0.504700732448376	-0.276876665392389
Z001E0059	0.446213363798309	0.157444134178899	0.286191750667361	0.273482249680600	0.472463471091859	0.237294078856539	0.399420543891058	0.432564347761059	0.143139256172659	0.120832374095712
Z001E0060	0.429638436396527	0.414729908735056	0.521730726444708	0.204394176640744	0.325192826105236	0.0567606036933811	0.454653147689594	0.222131942194451	0.255085944633381	0.405478826990629
Z001E0061	-0.211100838605697	-0.0896440234362002	-0.145803604891596	-0.0189289644068195	-0.245541157297337	0.104675240151575	0.00955348433793545	0.0697646027941557	-0.0899443081086438	-0.190999612740069
Z001E0062	-0.139885516796081	-0.196898158162899	-0.263927410279848	-0.140250439186417	-0.114153232334374	-0.108319443567686	0.0359342073077345	-0.175133869798886	0.03353340655582	-0.161538597460988
Z001E0063	0.798244120105952	0.619467525606798	0.630101586624188	0.587047303889233	0.622509771111384	0.556593925333861	0.609465304410375	0.329588478679843	0.496025611100596	0.409969740175146
Z001E0064	-0.974576977491354	-1.10714573739658	-1.37409956691412	-1.05619513231564	-1.14541962957769	-0.909418444746282	-1.29315142045140	-1.19382542372621	-1.20349043257876	-1.01194622607532
Z001E0065	-0.602378407317768	-0.288185905637396	-0.60782087200816	-0.439047601261543	-0.415915214905036	-0.640653409485098	-0.650804454163278	-0.74610376909882	-0.287950169557809	-0.492595635007118
Z001E0066	-1.60513762258349	-1.39559262330306	-1.35663390492630	-1.48677100763843	-1.63467628340863	-1.50460046469958	-1.62591009317613	-1.57652356904996	-1.57664749684045	-1.44281028551778
Z001E0067	-0.216625740439999	-0.063527858437753	-0.199701332821790	0.00112672858898395	0.0450490242691455	-0.158277739414531	-0.209687799254889	-0.489169308566203	-0.173455100358082	0.0236906847538620
Z001E0068	-0.147420812016931	-0.0420752907230245	0.0109664253083095	-0.133623470090591	-0.374266781733093	-0.137446258559086	-0.0508412804443768	-0.264902183478673	-0.146951827234315	0.0635453526335193
Z001E0069	-0.502202062717841	-0.37995620513675	-0.0649824441268215	-0.256613765245268	0.0530178723075365	-0.207369227570108	-0.301301532319252	-0.265103207817791	-0.244923171682197	-0.246041814532802
Z001E0070	0.742935671295244	0.714663308545008	0.492908067143726	0.633942603880895	0.95284405582683	0.650279548787152	0.66268924161073	0.457524792399514	0.524518212708772	0.727281146859231
Z001E0071	0.31772566592954	0.410450234559855	0.119479555170852	0.33550268706104	0.23011325444636	0.318201044362734	0.241452326413681	0.576533342617092	0.227273308185535	0.215075681336996
Z001E0072	-0.157652646151051	0.24988903593229	0.145625150662202	0.0729015862542777	0.215538476816937	0.170080204546957	-0.108455954093280	0.0699470656484905	0.131171802843254	0.161430846728739
Z001E0073	0.451418512463085	0.465947457303062	0.51074474998474	0.535733064264402	0.528616705972037	0.507806979219761	0.435712794179362	0.229092843495155	0.570125467501869	0.56990929661944
Z001E0074	0.605049359881558	0.557090910218016	0.331801500546623	0.427933201760828	0.187336966547168	0.584673178574454	0.54418017447863	0.914538258926537	0.568660767319938	0.641773111292041
Z001E0075	-0.14599547951922	-0.264677487747434	-0.0483370917152964	0.00640820186016535	-0.0326974436586886	-0.116450754047071	-0.0593967754412267	-0.125224193981876	-0.0488917316191076	-0.0295515114948469
Z001E0076	0.78553870142757	0.70629182794202	0.656813567888333	0.87304156872807	0.75468181473359	0.787662652370847	0.582406542783197	0.930066240785838	0.678733438519632	0.697349364604157
Z001E0077	0.373716212103550	0.329624281389489	0.53100583949006	0.573098989851094	0.461536902118278	0.304348987479766	0.551779747468387	0.566686261256045	0.430165054739996	0.443351507148778
Z001E0078	-0.203260006204700	-0.0498646961901437	-0.114815495331160	-0.120807129240844	-0.35569049043488	-0.0519062165302359	-0.142674258732715	-0.0272137696271379	-0.238375081470659	-0.0597794268652903
Z001E0079	0.454189132846763	0.289429988910294	0.451107645537089	0.347689561710196	0.463762912642774	0.539791151858643	0.441528554733713	0.615848933492115	0.467403738692203	0.531489249006431
Z001E0080	0.464162152968468	0.532743819232863	0.778848152950457	0.468709001352134	0.57085354510924	0.553248677970253	0.601758527943346	0.660487372576804	0.611600997966726	0.705469676073265
Z001E0081	-0.855634886866701	-0.661137883975858	-0.684060100754205	-0.766712099785188	-0.824217014315854	-0.63245488615087	-0.732625950516919	-0.862582329582202	-0.653438150092249	-0.553523696679948
Z001E0082	-0.0173961074462739	-0.130553645221599	-0.310556380169514	-0.322279677165498	-0.267409758803644	-0.273478999846303	-0.0842239887581863	0.0511080059478538	-0.225688498999293	-0.0895513670679098
Z001E0083	0.0145311696595349	0.108086596339282	0.0380055740835732	0.157255066986567	-0.257023444217235	0.198737990946286	0.142647348595706	-0.147770146413635	-0.00358191002403076	0.216692287332230
Z001E0084	0.264128342726747	0.62587399575244	0.581766994122088	0.515133848215083	0.593224061769224	0.520042694839569	0.363217592202442	0.356440397875645	0.404773140280651	0.384587499804098
Z001E0085	-0.880942189817003	-0.849838346570047	-0.635675769754564	-0.597399948089226	-0.816444112581136	-0.564648901330469	-0.712641089071193	-0.911593907518369	-0.786636039869931	-0.756999614482489
Z001E0086	-0.884784805978593	-0.71678646198537	-0.87282297128956	-0.806515787440522	-0.833519436130336	-0.904212025617784	-0.618137015092241	-0.735063010600098	-0.871808419258724	-0.764928534973757
Z001E0087	-0.483919020781307	-0.406431960629086	-0.326652300504632	-0.343518102887651	-0.493853532048401	-0.643993217391498	-0.367343817688337	-0.487850857269699	-0.480921439485948	-0.528947216245447
Z001E0088	0.206867712215969	0.218126663930972	0.243083085130821	0.29112532385231	0.221721752700815	-0.00784873507503984	0.308369254710393	0.105635598787781	0.178232489630515	0.351772667351499
Z001E0089	0.326219791892664	0.46378664562527	0.411663012695770	0.378773122570193	0.577911327732112	0.501606630888132	0.529431734659848	0.479777056208509	0.405022097061349	0.540837706606049
Z001E0090	0.669784921865618	0.771471536873773	1.10557213964477	0.70863497785908	1.12811628686151	0.960345712325304	0.833018695481099	0.699372457697514	0.690102313121951	0.702557327999972
Z001E0091	-0.444719375658919	-0.5582206912069	-0.406285967902343	-0.337023339283948	-0.805021326296694	-0.589502871840468	-0.329491264953025	-0.586241434224944	-0.397592513124934	-0.49190246833607
Z001E0092	-0.533393882734207	-0.745520283402097	-0.758275021422845	-0.677505196432735	-0.713161106473506	-0.798197573272963	-0.648657674581205	-0.618628691571067	-0.580949492720672	-0.564740947191224
Z001E0093	0.311982442965632	0.0258476775366045	0.333898899914479	0.292185428593283	0.23033787899518	0.231264998428457	0.337461547028238	0.0393435333894788	0.318596400946827	0.137196340640650
Z001E0094	-0.125958007289486	-0.22997025407562	0.135182145930328	-0.104041519295266	0.0413172765372828	-0.235342871064541	-0.194370556730471	-0.395311294748207	0.0110693530275067	-0.0170576746149815
Z001E0095	-1.17205916359380	-0.870168892393046	-1.03703890392835	-0.913467952705246	-1.33401866777813	-1.15082275919241	-1.07835029113846	-0.832530775111767	-1.03088694222126	-1.06697524555
Z001E0096	-0.161653234068071	-0.0803527203372149	-0.0422058189707239	-0.0282553840699539	-0.224627493526910	-0.0324603791948567	0.0100649121582047	0.0824039068570501	-0.0583365616740091	-0.0504003328298466
Z001E0097	0.0147141263011119	-0.0872206514777417	-0.110790808195929	0.08814293563499	-0.353415192311189	-0.306639342096433	-0.168424418733616	-0.205120162621749	0.00771863904463808	-0.0641650483432937
Z001E0098	-0.00202819523017204	0.0172948351444128	-0.153436247092582	-0.015498552227909	0.183066458034069	0.0876345708007012	-0.0734280575618257	-0.266470596282488	-0.163619308052526	-0.0134524699052619
Z001E0099	0.0288187840352843	-0.0256809704487743	0.196850376188737	0.0778894584927257	0.0193923894189538	0.0118886069331111	-0.0557773232358334	0.241982553494833	0.102112485665102	-0.0772201705324099
Z001E0100	-1.22349830692784	-1.05239131960037	-0.831012685485154	-1.05628890502134	-0.860298053500905	-1.15669457180165	-1.0862493523443	-1.24040521546899	-1.07346843826117	-1.22774963318024
Z001E0101	-0.627310785679374	-0.361275324072389	-0.525112783551835	-0.638291229285987	-0.521796943891235	-0.576007549412381	-0.67560933730478	-0.729111141681638	-0.633337333303255	-0.443154588501876
Z001E0102	0.687805967493846	0.447293954392697	0.417068976091168	0.423554906656398	0.432042979356018	0.650763007552463	0.671856507501234	0.662211845945689	0.440774559565446	0.577296665491954
Z001E0103	0.098828030021625	0.0652811802174872	0.0515060868259136	0.292628951967907	0.213653551846153	0.247707147872762	0.268134090288587	0.0694137591731728	0.201640168386827	0.282996111738885
Z001E0104	0.0490314627964936	-0.0533498133737576	0.322263360727052	0.0472155168207195	0.134326574958847	0.0971302540557978	0.2682285522743	0.327065226954464	0.183157155633587	0.0115612725862869
Z001E0105	0.646451005234935	0.595469363930842	0.42117141143663	0.693720093485285	0.594312743086926	0.48204731406857	0.808273979869718	0.699793422093625	0.618840176646146	0.681425952157634
Z001E0106	-0.061116135600693	0.132469841628527	0.215701245693153	0.28113055909625	-0.189139935819037	0.0549877269741564	0.245183876836113	-0.1365898236181	0.197906932092127	0.357536293051229
Z001E0107	0.475295489641755	0.351299557306025	0.405581485674617	0.381815760821755	0.151986159193980	0.424009884859121	0.350951860508674	0.575757935926349	0.52626302648432	0.324483946355161
Z001E0108	-0.481066920631947	-0.473945592936586	-0.582636713656835	-0.361137715866049	-0.461658396281396	-0.334284487040767	-0.486716106567892	-0.265203380613537	-0.365150253831338	-0.528968091180076
Z001E0109	0.38787789474687	0.199666454337501	0.45913272121971	0.416035090315827	0.193757036239181	0.350187137256797	0.294310467077080	0.162700124062186	0.243670592794928	0.182162739022881
Z001E0110	1.13706293821405	1.3001981088622	1.26324119644861	1.20004553005106	1.14405986297338	1.36953789908963	1.12072664109277	1.12406254006644	1.16168996229369	1.12130096601536
Z001E0111	-0.222010689732395	-0.617632596171702	-0.480638548898191	-0.325730297831974	-0.371671390926019	-0.272098187956869	-0.357430496944225	-0.454669184255863	-0.377039597896509	-0.502264874287147
Z001E0112	-0.238366581691909	-0.0731450422377937	-0.0501665456661607	-0.0928215504048563	-0.147590467702295	-0.359780799321609	-0.110928008045398	-0.270290345029525	-0.0806473902734905	-0.0921169938589148
Z001E0113	-0.285393030750837	-0.00411600375301752	-0.215464551547987	-0.194138267058792	-0.130964809284847	-0.168256829340938	0.0199016503402063	-0.134161241280955	-0.0967817193412743	-0.232423847010251
Z001E0114	-0.0763115892983952	0.0067069443630488	0.0531179644577488	0.0565361218333543	-0.285650078949310	-0.196817321761737	0.0218718917752467	0.268671466583843	-0.0374923197158792	-0.103864790947527
Z001E0115	-0.623886120762413	-0.491832874075426	-0.584668923310016	-0.421906849883301	-0.71744664516968	-0.665985155465805	-0.433260728061476	-0.323351901233852	-0.493202582111651	-0.563586627873311
Z001E0116	-0.118762389603113	0.00242581126190081	-0.118443273519993	0.0810614304792194	-0.384438074605598	-0.0614438687389632	0.0583245986735177	-0.0876030995761131	-0.0504016670016294	-0.0920640437016692
Z001E0117	-0.499469234734362	-0.578500994433722	-0.463615554534087	-0.462079379499641	-0.344399410748954	-0.356733180995706	-0.4294577456135	-0.610917361840195	-0.476730780549089	-0.320721562097496
Z001E0118	0.208587729964705	-0.0545579729829507	0.212808961086791	0.181568001509498	0.207694440965199	0.270750434988891	0.138258462569673	0.486543313464663	0.147793377597632	0.000111647110688920
Z001E0119	-0.199527941146803	-0.167684779454176	-0.386091417055885	-0.270193038005997	0.119714798246702	-0.347161851703118	-0.503912987853961	-0.344868169271793	-0.244832590179244	-0.360206529466124
Z001E0120	0.101165046812252	0.00954990831429358	0.380471881718479	0.409812983982215	0.189416464528966	0.242969276469476	0.284491490450319	0.0940368620451083	0.187267268547204	0.229203088501962
Z001E0121	0.281092624564631	0.203892774807166	0.346429732332531	0.0220511756499821	0.128491466272934	0.232199552552257	0.278297050884482	0.0536234004704429	-0.00762383880455192	0.0194351518900909
Z001E0122	0.742983874209241	0.816873809476627	0.78789420750547	0.993265858418383	0.853991847045969	0.876964021416354	0.937014256619123	1.21082175914499	0.840314015988087	1.01924531041698
Z001E0123	-0.155144784975567	-0.394409238163684	-0.306620691260819	-0.235211251676613	-0.234932561132498	-0.41355763360046	-0.187236361021398	-0.229416869934293	-0.151579785744124	-0.108510796832444
Z001E0124	-0.206912164909196	-0.292453486603754	-0.466620681605341	-0.521504491860765	-0.510964280613496	-0.379909325357173	-0.351518179708385	-0.141987301754755	-0.405638447924630	-0.57832432223451
Z001E0125	-0.294003326842028	-0.489621941933531	-0.285275122254054	-0.255357800492226	-0.403584861664391	-0.311506662003202	-0.282660002606992	-0.179691434880201	-0.315529552909612	-0.388722133012261
Z001E0126	0.245814997714703	0.307493846770937	0.321347985469938	0.320095896414523	0.0962767052795923	0.0525955446827407	0.352305818850967	0.512744016519749	0.345918740447304	0.279183283061333
Z001E0127	-0.096819599890529	0.0343787379557098	-0.153426268527167	-0.196040397891905	-0.252555320069326	-0.0863461060620268	-0.136297406656563	-0.296718787896887	-0.0795986486500254	-0.0182621567949179
Z001E0128	-0.263544050351162	-0.628350891894833	-0.392273666165124	-0.600694395361828	-0.279295997377390	-0.462355515983882	-0.690302862362012	-0.444672396343797	-0.549497150165318	-0.634894659257209
Z001E0129	0.0531771081551822	0.0793975303844802	-0.109105554033954	-0.136124101628554	-0.238497215371194	-0.110410378973216	-0.0300732257116285	-0.0320598048385345	-0.100151027494541	0.043475181002835
Z001E0130	-0.280702303786396	-0.269133593651201	-0.343882400987375	-0.0662535366971704	-0.381012365524949	-0.313779018928479	0.0269036530455946	0.167416522662548	-0.184542750691561	-0.214889364678486
Z001E0131	1.02568342988519	1.05234958603382	1.08791401959692	0.989205651138046	0.900353870621563	1.02835242547026	1.14437880489702	0.994652662966452	1.01334009151145	0.97683270850652
Z001E0132	0.273895289412995	0.321638512783502	0.0828823415599537	0.091157691233804	0.350004449260222	0.204210876280954	0.0918328707901915	0.0912314876135117	0.163213638717787	0.048707144053104
Z001E0133	0.373236192827782	0.293866168256586	0.362446458572892	0.433663779740818	0.561246491005346	0.344821938053401	0.39125268828402	0.558848692340691	0.433116294415654	0.368309595898108
Z001E0134	0.722782553076162	0.624806925442494	0.592945334849085	0.754852103447727	0.812942301935153	0.943751134469082	0.596582966525286	0.7338360043893	0.732347541090389	0.761315874320789
Z001E0135	-0.691858269240699	-0.821787106117907	-0.645769892673598	-0.812953265313936	-0.640062141174719	-0.561166232457563	-0.652747602740932	-0.845493587478027	-0.793789552024631	-0.741698937755533
Z001E0136	-1.40839062282036	-1.43766538245408	-1.32330766787993	-1.38682692461882	-1.35779701107966	-1.28423031291369	-1.19741327233731	-0.961320020547342	-1.28150483270703	-1.18302357389560
Z001E0137	-0.717955521498746	-0.936949684579317	-1.07073433303582	-0.792321582471411	-0.693802269857936	-0.92739563606111	-0.885871179515257	-0.750497464152655	-0.898599531528026	-0.957531523519074
Z001E0138	-0.226740550631971	-0.285005317900769	-0.197704783571054	-0.262956170459199	-0.248601941975874	-0.273324610373190	-0.258582015514340	-0.0894733394266031	-0.212816793927639	-0.0813834411377995
Z001E0139	0.0815408733867297	0.0583859609638068	-0.151563834612977	-0.0237708272128013	-0.324710349914583	-0.164817020111837	-0.137180344256971	0.0714632644670996	-0.183066923560168	-0.0683990812435416
Z001E0140	-0.448350489851059	-0.227514901471658	-0.404093741639044	-0.208612581125272	-0.187821249637609	-0.187509098591733	-0.202487345547660	-0.0818300157334065	-0.181219177144791	-0.347542832782285
Z001E0141	-0.322253519734618	-0.28953211589026	-0.104970846679106	-0.373974264164983	-0.331762312171774	-0.418789775434719	-0.253918455411436	-0.507558102708461	-0.236886558729550	-0.212208026847581
Z001E0143	0.0198942228333329	0.0241867575834867	0.0456266133893342	-0.00301859494535804	-0.0215568384308858	0.119480141660959	-0.129204874527996	-0.03801526505977	0.069520352137719	0.160396204695217
Z001E0144	-0.184543061061379	-0.210930341977208	0.250162776255857	-0.0346409497420100	0.100085982144037	0.182496691986832	0.128815493286661	-0.260821833571259	-0.0678110258560079	0.0839372555417785
Z001E0145	0.106853476654536	0.00244894642989607	0.292799229468617	0.070316904578813	0.179123364254961	0.12047152493243	0.0394119912814155	-0.036000540674749	0.191258659152449	-0.0268248469978791
Z001E0146	0.142741580577691	-0.100999978564571	0.131404073215823	0.0824414885090012	0.290229076906464	0.129624577762531	-0.0116084902671106	0.272776745131750	0.0348089486102060	0.098995165857606
Z001E0147	-0.800954913976223	-0.767421657433181	-0.828086233794057	-0.887658693363795	-0.762896324877129	-0.961122227646284	-0.923771005222887	-0.348990842538643	-0.7527880913054	-0.815608954439224
Z001E0148	0.651201981409039	0.414365014204222	0.783147092562914	0.536102289192736	0.929636673371227	0.494525993157435	0.676761696873013	0.498418316816609	0.666770740195301	0.714648665574435
Z001E0149	-0.0429434567034109	0.175774155455615	-0.0125713494246776	0.212526907139515	0.211343579361554	-0.0282362110820166	0.113308653230042	-0.146262531687825	0.129185926639426	0.245389590167861
Z001E0150	-0.083458040141589	-0.0322142932779	0.0298534278402787	0.000928978447397416	-0.133031197743905	-0.0444468110078306	0.130901320138845	0.0249056055746903	0.105200153946788	0.142660719879778
Z001E0151	0.122763657759921	0.074604776300293	0.0393249801266259	0.215530389055090	0.0711315660502526	0.107532651142344	0.140954999239888	0.299043112313745	0.202826613541068	0.229779277335259
