sample	t1	m544	m545	m546	m547	m548	m549	m550	m551	m552	m553	m554	m555	m556	m557	m558	m559	m560	m561	m562	m563	m564	m565	m566	m567	m568	m569	m570	m571	m572	m573	m574	m575	m576	m577	m578	m579	m580	m581	m582	m583	m584	m585	m586	m587	m588	m589	m590	m591	m592	m593	m594	m595	m596	m597	m598	m599	m600	m601	m602	m603	m604	m605	m606	m607	m608	m609	m610	m611	m612	m613	m614	m615	m616	m617	m618	m619	m620	m621	m622	m623	m624	m625	m626	m627	m628	m629	m630	m631	m632	m633	m634	m635	m636	m637	m638	m639	m640	m641	m642	m643	m644	m645	m646	m647	m648	m649	m650	m651	m652	m653	m654	m655	m656	m657	m658	m659	m660	m661	m662	m663	m664	m665	m666	m667	m668	m669	m670	m671	m672	m673	m674	m675	m676	m677	m678	m679	m680	m681	m682	t2
MO014	1.9886557464801595	1.998	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7142857142857132	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.26086956521738913	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6862745098039222	1.7647058823529431	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.9799295771642182
MO015	1.0	1.0	1.0	1.0	1.0	1.0	1.3775510204081631	1.5714285714285714	1.673469387755102	1.7551020408163265	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0654205607476634	1.3271028037383175	1.3271028037383175	2.0	1.6923076923076914	1.0	1.0	1.0	0.4736842105263154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025000000000000355	0.5750000000000011	1.0	0.8571428571428557	0.8571428571428557	0.5714285714285671	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.6000000000000039	0.33333333333333337	0.2666666666666705	0.0	1.0	0.0	2.0	1.0	2.0	1.000000000000012	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.7560975609756099	0.7195121951219516	0.6219512195121959	0.463414634146341	0.28048780487804836	0.12195121951219512	0.10975609756097626	0.0	0.0	0.0	0.37037037037036996	0.9629629629629598	1.0	0.8421052631578961	0.8157894736842134	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.5999999999999943	0.0	2.0	0.0	0.4615384615384582	0.8461538461538436	1.0	1.0	1.0	0.23076923076922906	0.0	2.0	0.31372549019607776	0.23529411764705688	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.08743169398907075	0.9617486338797813	1.1584699453551923	1.1912568306010938	1.3224043715847007	1.4098360655737714	2.0	1.7766497461928932	1.7258883248730963	1.0	1.9090909090909138	2.0	1.9799295771642182
MO016	1.9886557464801595	1.998	2.0	2.0	2.0	2.0	1.0	0.4864864864864866	0.21621621621621645	0.0	0.0	0.0	2.0	2.0	2.0	2.0	0.1999999999999993	0.09999999999999787	0.09999999999999787	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05000000000000071	1.1500000000000021	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6862745098039222	1.7647058823529431	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.020070422835781702
MO017	0.011344253519840433	0.002000000000000001	0.0	0.05882352941176471	0.29411764705882354	2.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.6206896551724131	1.8620689655172418	1.931034482758622	1.931034482758622	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9142857142857143	1.1200000000000012	1.1542857142857152	1.2914285714285727	1.382857142857144	2.0	0.37037037037037	0.0	0.0	0.0	0.0	0.020070422835781702
MO018	0.011344253519840433	0.002000000000000001	0.0	0.05882352941176471	0.29411764705882354	2.0	1.0	0.4864864864864866	0.21621621621621645	0.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5238095238095225	0.6190476190476194	0.6666666666666677	0.6666666666666677	0.8571428571428581	0.8571428571428581	1.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13333333333333522	0.3333333333333333	0.3333333333333333	1.1999999999999982	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6862745098039222	1.7647058823529431	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0857142857142859	0.8799999999999988	0.8457142857142848	0.7085714285714273	0.6171428571428561	0.0	0.0	0.0	2.0	2.0	2.0	1.9799295771642182
MO019	0.011344253519840433	0.002000000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.18181818181817233	0.0	0.020070422835781702
MO021	1.0	1.0	1.0	1.0294117647058822	1.1470588235294117	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.4672897196261683	1.3364485981308412	1.3364485981308412	1.0	1.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.5238095238095224	1.6190476190476195	1.6666666666666679	1.6666666666666679	1.857142857142858	1.857142857142858	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0666666666666675	1.1666666666666667	1.1666666666666667	1.5999999999999992	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8431372549019611	0.8823529411764716	1.0	1.0	1.0	2.0	1.4999999999999645	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0857142857142859	0.8799999999999988	0.8457142857142848	0.7085714285714273	0.6171428571428561	0.0	0.814814814814815	1.0	2.0	2.0	2.0	1.9799295771642182
MO022	0.011344253519840433	0.002000000000000001	0.0	0.029411764705882356	0.14705882352941177	1.0	1.5	1.7567567567567566	1.8918918918918917	2.0	2.0	2.0	0.0	0.2857142857142862	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.6428571428571435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9142857142857143	1.1200000000000012	1.1542857142857152	1.2914285714285727	1.382857142857144	2.0	2.0	2.0	0.0	0.0	0.0	0.020070422835781702
MO023	1.9886557464801595	1.998	2.0	1.9705882352941175	1.852941176470588	1.0	1.5	1.7567567567567566	1.8918918918918917	2.0	1.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05000000000000071	1.1500000000000021	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.25925925925926	0.0740740740740804	0.0	0.0	0.06249999999999639	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0857142857142859	0.8799999999999988	0.8457142857142848	0.7085714285714273	0.6171428571428561	0.0	0.0	0.0	2.0	2.0	2.0	1.9799295771642182
MO024	0.011344253519840433	0.002000000000000001	0.0	0.029411764705882356	0.14705882352941177	1.0	0.5	0.2432432432432433	0.10810810810810823	0.0	0.0	2.0	0.0	0.2857142857142862	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0654205607476634	1.3271028037383175	1.3271028037383175	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	0.15686274509803888	0.11764705882352844	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.37037037037037	0.0	0.0	0.0	0.0	0.020070422835781702
