sample	t1	m839	m840	m841	m842	m843	m844	m845	m846	m847	m848	m849	m850	m851	m852	m853	m854	m855	m856	m857	m858	m859	m860	m861	m862	m863	m864	m865	m866	m867	m868	m869	m870	m871	m872	m873	m874	m875	m876	m877	m878	m879	m880	m881	m882	m883	m884	m885	m886	m887	m888	m889	m890	m891	m892	m893	m894	m895	m896	m897	m898	m899	m900	m901	m902	m903	m904	m905	m906	m907	m908	m909	m910	m911	m912	m913	m914	m915	m916	m917	m918	m919	m920	m921	m922	m923	m924	m925	m926	m927	m928	m929	m930	m931	m932	m933	m934	m935	m936	m937	m938	m939	m940	m941	m942	m943	m944	t2
MO014	1.8014469186204076	1.804	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.45045045045044985	0.37837837837837807	0.036036036036035224	0.0	0.0	0.1272727272727278	0.527272727272727	0.9636363636363644	1.0181818181818185	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.57894736842105	0.47368421052631904	0.36842105263158076	0.31578947368420773	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.30612244897959145	0.48979591836734754	0.8367346938775518	1.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.972	1.931396235622208
MO015	1.8014469186204076	1.804	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.728476821192053	1.682119205298013	1.5364238410596027	1.377483443708609	1.357615894039735	1.0	1.4615384615384626	1.4615384615384626	1.961538461538461	2.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	0.7647058823529425	0.4705882352941194	0.0	0.0	0.15384615384614544	0.15384615384614544	2.0	0.23529411764706176	0.23529411764706176	0.0	0.29999999999999716	2.0	1.5	1.0	1.421052631578946	1.4736842105263155	1.578947368421052	1.6842105263157885	1.9473684210526307	2.0	2.0	2.0	2.0	2.0	1.289473684210525	1.2368421052631595	1.1842105263157903	1.157894736842104	1.0	1.0	2.0	2.0	1.900990099009901	1.8316831683168315	1.8316831683168315	1.8316831683168315	1.821782178217822	1.821782178217822	1.7425742574257432	1.6435643564356441	1.3762376237623766	1.1980198019801986	1.1980198019801986	0.7920792079207919	0.7326732673267331	0.6534653465346543	0.613861386138614	0.5841584158415847	0.5742574257425739	0.5544554455445552	0.08910891089108963	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.7580645161290324	0.6129032258064508	0.33870967741935376	0.2096774193548382	0.0	0.0	0.23188405797101475	1.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0
MO016	0.1985530813795925	0.19600000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.6560509554140124	1.426751592356688	1.426751592356688	0.9044585987261138	0.8280254777070062	0.726114649681529	0.6751592356687892	0.6369426751592355	0.6242038216560497	0.5987261146496818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4637681159420295	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.972	1.931396235622208
MO017	1.8014469186204076	1.804	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.45045045045044985	0.37837837837837807	0.036036036036035224	0.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.111111111111113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3953488372093029	0.7674418604651172	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.972	1.931396235622208
MO018	1.8014469186204076	1.804	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.8727272727272721	1.472727272727273	1.0363636363636357	0.9818181818181815	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8888888888888872	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	0.29999999999999716	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.387755102040817	1.020408163265305	0.3265306122448963	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02800000000000023	0.06860376437779195
MO019	1.8014469186204076	1.804	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.45045045045044985	0.37837837837837807	0.036036036036035224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.7000000000000028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	0.57894736842105	0.47368421052631904	0.36842105263158076	0.31578947368420773	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3439490445859876	0.573248407643312	0.573248407643312	1.0955414012738862	1.1719745222929938	1.273885350318471	1.3248407643312108	1.3630573248407645	1.3757961783439503	1.4012738853503182	2.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02800000000000023	0.06860376437779195
MO021	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9363636363636361	0.7363636363636366	0.5181818181818179	0.49090909090909074	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.4444444444444438	2.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	0.0	0.14999999999999858	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.710526315789475	1.7631578947368405	1.8157894736842097	1.842105263157896	2.0	2.0	2.0	2.0	1.411764705882354	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.3571428571428577	2.0	2.0	2.0	1.387755102040817	1.020408163265305	0.3265306122448963	0.0	0.0	0.0	0.23188405797101475	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MO022	1.8014469186204076	1.804	2.0	2.0	2.0	2.0	2.0	2.0	0.3448275862068968	0.0	1.5495495495495502	1.621621621621622	1.9639639639639648	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0769230769230753	1.0769230769230753	0.07692307692307798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8888888888888872	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.42105263157895	1.526315789473681	1.6315789473684192	1.6842105263157923	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.5362318840579705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02800000000000023	0.06860376437779195
MO023	0.1985530813795925	0.19600000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.3448275862068959	0.0	0.0	0.0	0.02800000000000023	0.06860376437779195
MO024	1.8014469186204076	1.804	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.5384615384615377	1.5384615384615377	1.038461538461539	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.6560509554140124	1.426751592356688	1.426751592356688	0.9044585987261138	0.8280254777070062	0.726114649681529	0.6751592356687892	0.6369426751592355	0.6242038216560497	0.5987261146496818	0.0	0.0	0.0	0.0	0.714285714285715	2.0	2.0	1.0	1.3061224489795915	1.4897959183673475	1.8367346938775517	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02800000000000023	0.06860376437779195
MO025	1.8014469186204076	1.804	2.0	1.904109589041096	1.3150684931506849	1.0	2.0	2.0	0.3448275862068968	0.0	0.0	0.0	0.0	0.0	1.0	1.063636363636364	1.2636363636363637	1.4818181818181824	1.5090909090909093	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4637681159420295	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.972	1.931396235622208
MO026	1.8014469186204076	1.804	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.8727272727272721	1.472727272727273	1.0363636363636357	0.9818181818181815	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3439490445859876	0.573248407643312	0.573248407643312	1.0955414012738862	1.1719745222929938	1.273885350318471	1.3248407643312108	1.3630573248407645	1.3757961783439503	1.4012738853503182	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	0.23188405797101475	1.0	1.0	1.0	1.0	1.827586206896552	2.0	2.0	2.0	1.972	1.931396235622208
MO027	1.8014469186204076	1.804	2.0	1.808219178082192	0.6301369863013699	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15384615384614544	0.15384615384614544	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.972	1.931396235622208
MO028	0.1985530813795925	0.19600000000000004	0.0	0.19178082191780801	1.36986301369863	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33333333333333726	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.42105263157895	1.526315789473681	1.6315789473684192	1.6842105263157923	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.2857142857142851	0.0	0.0	0.0	0.4838709677419353	0.7741935483870983	1.3225806451612925	1.5806451612903236	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.972	1.931396235622208
MO029	1.8014469186204076	1.804	2.0	2.0	2.0	2.0	2.0	2.0	0.3448275862068968	0.0	0.0	0.0	0.0	0.0	0.0	0.1272727272727278	0.527272727272727	0.9636363636363644	1.0181818181818185	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.111111111111113	0.0	0.0	0.0	0.15384615384614544	0.15384615384614544	2.0	2.0	2.0	2.0	1.7000000000000028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.42105263157895	1.526315789473681	1.6315789473684192	1.6842105263157923	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.111111111111113	0.0	0.3439490445859876	0.573248407643312	0.573248407643312	1.0955414012738862	1.1719745222929938	1.273885350318471	1.3248407643312108	1.3630573248407645	1.3757961783439503	1.4012738853503182	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.972	1.931396235622208
MO030	1.0	1.0	1.0	1.095890410958904	1.6849315068493151	2.0	2.0	2.0	2.0	2.0	0.45045045045044985	0.37837837837837807	0.036036036036035224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9230769230769248	0.9230769230769248	1.923076923076922	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.2857142857142851	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.655172413793104	2.0	2.0	2.0	1.972	1.931396235622208
